filename,width,height,x0,y0,x1,y1,label
1121,133,49,74.0,8.0,92.0,35.0,7
1122,172,56,106.0,7.0,121.0,52.0,3
1122,172,56,122.0,6.0,141.0,51.0,6
1123,87,39,31.0,1.0,44.0,32.0,6
1123,87,39,45.0,3.0,58.0,34.0,4
1124,123,56,39.0,10.0,52.0,46.0,1
1124,123,56,51.0,10.0,65.0,46.0,6
1124,123,56,67.0,11.0,81.0,47.0,3
1125,109,53,40.0,9.0,58.0,45.0,5
1125,109,53,55.0,9.0,69.0,45.0,1
1126,83,41,30.0,5.0,42.0,37.0,3
1126,83,41,42.0,1.0,55.0,33.0,6
1127,44,21,16.0,3.0,22.0,19.0,3
1127,44,21,24.0,5.0,32.0,21.0,5
1128,97,48,35.0,4.0,48.0,44.0,4
1128,97,48,50.0,5.0,62.0,45.0,8
1129,176,75,51.0,14.0,90.0,67.0,2
1129,176,75,91.0,10.0,126.0,63.0,6
1130,86,47,35.0,12.0,51.0,39.0,4
1131,270,148,113.0,93.0,129.0,124.0,1
1131,270,148,126.0,88.0,140.0,119.0,4
1131,270,148,138.0,89.0,152.0,120.0,10
1132,388,174,177.0,96.0,201.0,151.0,2
1132,388,174,202.0,92.0,234.0,147.0,8
1133,206,76,69.0,24.0,96.0,62.0,1
1133,206,76,88.0,17.0,116.0,55.0,3
1133,206,76,114.0,17.0,152.0,55.0,4
1134,77,35,27.0,4.0,41.0,33.0,2
1134,77,35,38.0,4.0,53.0,33.0,4
1135,112,46,34.0,3.0,52.0,37.0,3
1135,112,46,55.0,5.0,80.0,39.0,3
1136,97,38,25.0,4.0,49.0,35.0,5
1136,97,38,48.0,2.0,70.0,33.0,7
1137,171,75,64.0,11.0,77.0,49.0,1
1137,171,75,79.0,16.0,102.0,54.0,9
1138,220,93,76.0,31.0,106.0,77.0,4
1138,220,93,109.0,16.0,126.0,62.0,1
1138,220,93,127.0,16.0,154.0,62.0,10
1139,100,44,40.0,14.0,50.0,33.0,1
1139,100,44,49.0,13.0,61.0,32.0,10
1140,124,49,30.0,2.0,63.0,46.0,5
1140,124,49,61.0,2.0,91.0,46.0,10
1141,91,46,30.0,2.0,50.0,36.0,2
1141,91,46,46.0,5.0,63.0,39.0,1
1142,68,35,23.0,6.0,32.0,30.0,1
1142,68,35,32.0,6.0,43.0,30.0,10
1143,70,34,26.0,2.0,34.0,29.0,1
1143,70,34,34.0,4.0,47.0,31.0,3
1144,69,33,25.0,6.0,35.0,26.0,2
1144,69,33,36.0,5.0,43.0,25.0,2
1145,260,111,108.0,36.0,125.0,77.0,2
1145,260,111,136.0,38.0,157.0,79.0,4
1146,150,68,48.0,13.0,75.0,57.0,6
1146,150,68,74.0,11.0,101.0,55.0,8
1147,97,34,35.0,1.0,53.0,32.0,5
1147,97,34,54.0,1.0,73.0,32.0,9
1148,60,20,15.0,1.0,23.0,15.0,2
1148,60,20,24.0,3.0,33.0,17.0,4
1148,60,20,33.0,3.0,41.0,17.0,10
1149,94,51,38.0,10.0,48.0,46.0,2
1149,94,51,47.0,9.0,59.0,45.0,7
1150,109,46,37.0,6.0,46.0,37.0,2
1150,109,46,51.0,5.0,61.0,36.0,6
1150,109,46,64.0,11.0,77.0,42.0,8
1151,53,24,19.0,2.0,28.0,20.0,9
1151,53,24,28.0,2.0,35.0,20.0,3
1152,55,26,18.0,3.0,28.0,26.0,2
1152,55,26,27.0,1.0,37.0,24.0,7
1153,163,75,55.0,5.0,80.0,60.0,9
1153,163,75,76.0,9.0,110.0,64.0,3
1154,76,40,29.0,6.0,49.0,32.0,2
1155,112,52,37.0,1.0,58.0,45.0,5
1155,112,52,52.0,1.0,79.0,45.0,6
1156,190,63,75.0,14.0,94.0,49.0,8
1156,190,63,93.0,16.0,109.0,51.0,9
1157,279,119,98.0,20.0,116.0,66.0,1
1157,279,119,115.0,17.0,143.0,63.0,3
1157,279,119,143.0,20.0,168.0,66.0,5
1157,279,119,167.0,18.0,192.0,64.0,1
1158,76,35,29.0,5.0,37.0,28.0,1
1158,76,35,37.0,5.0,50.0,28.0,2
1159,60,31,16.0,3.0,38.0,29.0,9
1160,85,31,21.0,4.0,28.0,26.0,1
1160,85,31,31.0,3.0,42.0,25.0,4
1160,85,31,43.0,4.0,53.0,26.0,5
1160,85,31,56.0,4.0,63.0,26.0,1
1161,227,97,120.0,39.0,132.0,69.0,3
1162,124,54,39.0,6.0,61.0,48.0,8
1162,124,54,59.0,6.0,82.0,48.0,7
1163,162,63,50.0,16.0,83.0,55.0,4
1163,162,63,84.0,15.0,115.0,54.0,7
1164,225,113,74.0,54.0,119.0,97.0,4
1164,225,113,91.0,30.0,134.0,73.0,3
1164,225,113,102.0,2.0,147.0,45.0,6
1165,107,44,40.0,11.0,51.0,36.0,5
1165,107,44,49.0,10.0,59.0,35.0,6
1165,107,44,58.0,10.0,73.0,35.0,5
1166,112,42,29.0,2.0,46.0,31.0,3
1166,112,42,47.0,6.0,63.0,35.0,10
1166,112,42,62.0,5.0,80.0,34.0,10
1167,181,65,58.0,13.0,82.0,47.0,2
1167,181,65,86.0,16.0,98.0,50.0,1
1167,181,65,101.0,15.0,123.0,49.0,9
1168,98,38,12.0,7.0,29.0,32.0,2
1168,98,38,28.0,8.0,43.0,33.0,10
1168,98,38,41.0,6.0,57.0,31.0,10
1168,98,38,55.0,6.0,73.0,31.0,10
1169,84,36,32.0,2.0,43.0,32.0,1
1169,84,36,41.0,2.0,57.0,32.0,10
1170,109,42,34.0,5.0,56.0,36.0,8
1170,109,42,58.0,4.0,76.0,35.0,6
1171,82,35,24.0,4.0,41.0,32.0,4
1171,82,35,41.0,4.0,59.0,32.0,10
1172,72,34,24.0,6.0,35.0,30.0,5
1172,72,34,37.0,5.0,49.0,29.0,6
1173,68,33,23.0,4.0,36.0,28.0,3
1173,68,33,34.0,6.0,44.0,30.0,10
1174,117,53,41.0,7.0,50.0,44.0,1
1174,117,53,51.0,5.0,60.0,42.0,1
1174,117,53,61.0,6.0,77.0,43.0,4
1175,159,63,43.0,20.0,58.0,55.0,1
1175,159,63,56.0,20.0,80.0,55.0,8
1175,159,63,80.0,14.0,105.0,49.0,2
1176,272,121,139.0,43.0,164.0,99.0,9
1176,272,121,159.0,35.0,188.0,91.0,8
1177,40,17,12.0,1.0,20.0,16.0,6
1177,40,17,20.0,1.0,29.0,16.0,5
1178,116,52,36.0,4.0,62.0,44.0,5
1178,116,52,62.0,6.0,80.0,46.0,1
1179,90,48,36.0,8.0,46.0,39.0,2
1179,90,48,45.0,9.0,55.0,40.0,4
1180,116,49,41.0,6.0,61.0,39.0,3
1180,116,49,60.0,5.0,81.0,38.0,8
1181,40,18,13.0,3.0,21.0,17.0,1
1181,40,18,22.0,3.0,28.0,17.0,1
1182,313,133,127.0,25.0,160.0,80.0,5
1182,313,133,157.0,34.0,179.0,89.0,6
1182,313,133,172.0,40.0,205.0,95.0,5
1183,80,33,23.0,7.0,33.0,29.0,1
1183,80,33,30.0,6.0,42.0,28.0,2
1183,80,33,41.0,6.0,56.0,28.0,10
1184,71,32,24.0,2.0,34.0,24.0,4
1184,71,32,37.0,5.0,46.0,27.0,8
1185,65,25,21.0,6.0,24.0,27.0,1
1185,65,25,26.0,2.0,33.0,23.0,3
1185,65,25,37.0,3.0,40.0,24.0,1
1186,180,84,55.0,10.0,93.0,75.0,2
1186,180,84,92.0,6.0,117.0,71.0,4
1187,80,45,30.0,3.0,46.0,39.0,5
1188,103,39,31.0,6.0,48.0,35.0,5
1188,103,39,50.0,5.0,66.0,34.0,6
1189,133,66,49.0,16.0,66.0,45.0,3
1189,133,66,65.0,17.0,80.0,46.0,3
1190,76,27,20.0,6.0,29.0,21.0,2
1190,76,27,29.0,6.0,39.0,21.0,4
1190,76,27,39.0,6.0,46.0,21.0,4
1190,76,27,47.0,7.0,58.0,22.0,6
1191,148,57,45.0,8.0,65.0,46.0,1
1191,148,57,67.0,11.0,79.0,49.0,4
1191,148,57,82.0,12.0,99.0,50.0,6
1192,49,27,18.0,1.0,29.0,25.0,1
1193,196,91,63.0,40.0,77.0,77.0,1
1193,196,91,79.0,38.0,94.0,75.0,8
1193,196,91,98.0,38.0,113.0,75.0,4
1193,196,91,109.0,38.0,131.0,75.0,2
1194,289,82,72.0,15.0,91.0,52.0,2
1194,289,82,90.0,14.0,105.0,51.0,1
1194,289,82,107.0,13.0,125.0,50.0,7
1195,129,57,46.0,11.0,58.0,41.0,1
1195,129,57,57.0,12.0,69.0,42.0,8
1195,129,57,68.0,11.0,88.0,41.0,7
1196,99,50,31.0,4.0,48.0,45.0,1
1196,99,50,45.0,6.0,68.0,47.0,10
1197,68,28,20.0,1.0,30.0,24.0,2
1197,68,28,30.0,2.0,38.0,25.0,3
1197,68,28,37.0,3.0,46.0,26.0,3
1198,38,14,12.0,1.0,15.0,14.0,2
1198,38,14,17.0,1.0,20.0,14.0,2
1198,38,14,21.0,1.0,25.0,14.0,3
1199,192,89,62.0,34.0,91.0,90.0,2
1199,192,89,92.0,9.0,129.0,65.0,8
1200,45,20,17.0,1.0,23.0,16.0,3
1200,45,20,22.0,2.0,29.0,17.0,2
1201,145,63,43.0,7.0,73.0,57.0,9
1201,145,63,76.0,7.0,101.0,57.0,5
1202,119,47,36.0,2.0,46.0,40.0,1
1202,119,47,67.0,5.0,81.0,43.0,2
1203,129,67,49.0,15.0,64.0,54.0,6
1203,129,67,63.0,11.0,79.0,50.0,5
1204,90,46,35.0,7.0,42.0,36.0,1
1204,90,46,42.0,7.0,50.0,36.0,10
1205,78,33,24.0,3.0,38.0,29.0,3
1205,78,33,42.0,2.0,55.0,28.0,10
1206,108,47,36.0,9.0,43.0,35.0,1
1206,108,47,45.0,8.0,58.0,34.0,3
1206,108,47,58.0,7.0,72.0,33.0,3
1207,82,39,27.0,2.0,45.0,36.0,2
1207,82,39,44.0,2.0,56.0,36.0,1
1208,134,51,39.0,6.0,51.0,43.0,1
1208,134,51,52.0,8.0,73.0,45.0,2
1208,134,51,75.0,8.0,98.0,45.0,6
1209,133,61,49.0,11.0,65.0,48.0,5
1209,133,61,65.0,10.0,83.0,47.0,8
1210,69,31,21.0,4.0,30.0,25.0,2
1210,69,31,31.0,3.0,37.0,24.0,6
1210,69,31,40.0,6.0,49.0,27.0,4
1211,77,34,27.0,2.0,40.0,29.0,4
1211,77,34,39.0,3.0,52.0,30.0,7
1212,247,79,62.0,20.0,87.0,68.0,1
1212,247,79,81.0,11.0,98.0,59.0,2
1212,247,79,94.0,7.0,117.0,55.0,1
1213,131,48,42.0,8.0,57.0,38.0,1
1213,131,48,57.0,8.0,69.0,38.0,1
1213,131,48,70.0,8.0,85.0,38.0,4
1214,140,54,56.0,13.0,69.0,38.0,3
1214,140,54,68.0,11.0,79.0,36.0,9
1214,140,54,81.0,13.0,90.0,38.0,2
1215,107,46,32.0,1.0,53.0,35.0,5
1215,107,46,53.0,7.0,74.0,41.0,8
1216,150,70,49.0,7.0,74.0,62.0,4
1216,150,70,76.0,6.0,100.0,61.0,5
1217,92,50,39.0,17.0,46.0,40.0,2
1217,92,50,47.0,11.0,56.0,34.0,2
1218,63,27,22.0,7.0,28.0,21.0,7
1219,120,55,42.0,12.0,54.0,44.0,2
1219,120,55,54.0,11.0,64.0,43.0,8
1219,120,55,62.0,10.0,76.0,42.0,4
1220,199,91,77.0,22.0,99.0,69.0,5
1220,199,91,101.0,25.0,125.0,72.0,4
1221,136,53,39.0,3.0,53.0,43.0,3
1221,136,53,58.0,3.0,73.0,43.0,2
1221,136,53,75.0,6.0,94.0,46.0,6
1222,165,73,63.0,15.0,85.0,50.0,7
1222,165,73,86.0,18.0,107.0,53.0,9
1223,110,55,42.0,6.0,59.0,45.0,6
1223,110,55,57.0,9.0,69.0,48.0,4
1224,237,105,80.0,16.0,116.0,95.0,2
1224,237,105,118.0,7.0,163.0,86.0,8
1225,146,77,57.0,23.0,76.0,68.0,4
1225,146,77,69.0,12.0,92.0,57.0,10
1226,143,74,57.0,10.0,73.0,65.0,4
1226,143,74,72.0,14.0,93.0,69.0,7
1227,98,40,29.0,4.0,51.0,34.0,3
1227,98,40,52.0,5.0,73.0,35.0,8
1228,154,67,54.0,13.0,79.0,56.0,7
1228,154,67,78.0,12.0,99.0,55.0,3
1229,179,84,70.0,21.0,86.0,70.0,1
1229,179,84,85.0,17.0,107.0,66.0,5
1230,117,60,48.0,8.0,76.0,53.0,2
1231,122,44,39.0,10.0,54.0,34.0,7
1231,122,44,56.0,10.0,68.0,34.0,1
1231,122,44,70.0,10.0,84.0,34.0,9
1232,51,19,7.0,1.0,15.0,18.0,2
1232,51,19,15.0,1.0,22.0,18.0,5
1232,51,19,22.0,1.0,28.0,18.0,7
1233,169,76,61.0,15.0,73.0,60.0,1
1233,169,76,69.0,14.0,91.0,59.0,5
1233,169,76,89.0,13.0,110.0,58.0,5
1234,53,28,21.0,10.0,25.0,23.0,8
1234,53,28,25.0,10.0,31.0,23.0,2
1235,116,55,41.0,13.0,58.0,45.0,9
1235,116,55,66.0,11.0,76.0,43.0,1
1236,116,45,34.0,10.0,54.0,40.0,8
1236,116,45,51.0,9.0,66.0,39.0,3
1236,116,45,65.0,10.0,84.0,40.0,6
1237,117,56,38.0,1.0,54.0,48.0,1
1237,117,56,53.0,2.0,76.0,49.0,9
1238,65,32,26.0,6.0,33.0,22.0,5
1238,65,32,34.0,5.0,38.0,21.0,3
1239,156,62,75.0,15.0,98.0,52.0,7
1240,126,49,46.0,12.0,55.0,34.0,3
1240,126,49,57.0,10.0,67.0,32.0,10
1240,126,49,66.0,12.0,77.0,34.0,9
1241,127,49,38.0,5.0,61.0,39.0,6
1241,127,49,64.0,5.0,87.0,39.0,8
1242,93,48,39.0,8.0,55.0,38.0,8
1243,98,45,36.0,7.0,49.0,40.0,8
1243,98,45,49.0,8.0,61.0,41.0,1
1244,91,34,24.0,7.0,34.0,29.0,3
1244,91,34,35.0,7.0,45.0,29.0,4
1244,91,34,46.0,7.0,56.0,29.0,3
1244,91,34,58.0,8.0,65.0,30.0,1
1245,72,33,24.0,6.0,34.0,29.0,1
1245,72,33,34.0,4.0,44.0,27.0,8
1246,55,24,18.0,4.0,26.0,19.0,7
1246,55,24,27.0,4.0,36.0,19.0,5
1247,115,49,31.0,1.0,59.0,47.0,2
1247,115,49,52.0,1.0,70.0,47.0,1
1247,115,49,62.0,1.0,83.0,47.0,1
1248,147,59,43.0,8.0,62.0,51.0,2
1248,147,59,64.0,8.0,82.0,51.0,4
1248,147,59,80.0,5.0,103.0,48.0,8
1249,53,21,18.0,2.0,26.0,19.0,3
1249,53,21,26.0,2.0,34.0,19.0,6
1250,259,75,53.0,10.0,75.0,57.0,2
1250,259,75,77.0,9.0,92.0,56.0,5
1250,259,75,93.0,10.0,106.0,57.0,6
1251,322,177,115.0,1.0,146.0,54.0,1
1251,322,177,128.0,32.0,167.0,85.0,6
1251,322,177,145.0,85.0,184.0,138.0,5
1252,198,77,58.0,7.0,85.0,60.0,1
1252,198,77,84.0,9.0,111.0,62.0,10
1252,198,77,116.0,7.0,145.0,60.0,5
1253,66,29,20.0,8.0,33.0,24.0,4
1253,66,29,34.0,6.0,43.0,22.0,5
1254,93,46,34.0,7.0,46.0,40.0,3
1254,93,46,49.0,3.0,59.0,36.0,10
1255,285,125,96.0,20.0,146.0,86.0,4
1255,285,125,140.0,28.0,180.0,94.0,3
1256,349,114,165.0,53.0,198.0,96.0,3
1256,349,114,198.0,51.0,224.0,94.0,10
1256,349,114,227.0,42.0,247.0,85.0,8
1257,137,65,54.0,14.0,67.0,53.0,4
1257,137,65,67.0,16.0,86.0,55.0,8
1258,27,20,17.0,1.0,25.0,16.0,3
1259,213,69,48.0,21.0,70.0,56.0,5
1259,213,69,65.0,16.0,83.0,51.0,7
1259,213,69,85.0,13.0,103.0,48.0,9
1260,83,35,28.0,7.0,43.0,27.0,2
1260,83,35,44.0,7.0,56.0,27.0,7
1261,93,38,29.0,3.0,40.0,32.0,1
1261,93,38,37.0,4.0,52.0,33.0,4
1261,93,38,46.0,6.0,64.0,35.0,5
1262,197,100,78.0,31.0,104.0,87.0,4
1262,197,100,99.0,18.0,123.0,74.0,3
1263,56,25,19.0,2.0,30.0,22.0,6
1263,56,25,30.0,2.0,37.0,22.0,4
1264,91,41,32.0,4.0,43.0,38.0,1
1264,91,41,43.0,3.0,59.0,37.0,7
1265,106,53,38.0,5.0,68.0,48.0,5
1266,222,82,67.0,16.0,95.0,73.0,5
1266,222,82,124.0,13.0,156.0,70.0,5
1267,137,57,48.0,13.0,61.0,46.0,2
1267,137,57,58.0,13.0,74.0,46.0,1
1267,137,57,68.0,12.0,85.0,45.0,2
1268,148,62,33.0,8.0,47.0,51.0,1
1268,148,62,45.0,9.0,61.0,52.0,7
1268,148,62,60.0,11.0,74.0,54.0,2
1268,148,62,72.0,10.0,87.0,53.0,10
1269,58,24,18.0,1.0,23.0,19.0,1
1269,58,24,23.0,2.0,31.0,20.0,9
1269,58,24,32.0,2.0,41.0,20.0,4
1270,182,63,73.0,19.0,90.0,50.0,3
1270,182,63,92.0,15.0,106.0,46.0,3
1270,182,63,111.0,15.0,125.0,46.0,10
1270,182,63,128.0,17.0,143.0,48.0,10
1271,142,64,56.0,20.0,70.0,43.0,6
1271,142,64,70.0,21.0,82.0,44.0,2
1272,256,99,85.0,23.0,111.0,75.0,3
1272,256,99,116.0,23.0,142.0,75.0,5
1272,256,99,144.0,22.0,170.0,74.0,6
1273,165,62,56.0,13.0,78.0,53.0,1
1273,165,62,73.0,14.0,96.0,54.0,7
1273,165,62,94.0,14.0,123.0,54.0,8
1274,65,33,24.0,1.0,37.0,27.0,4
1275,65,27,22.0,6.0,26.0,18.0,1
1275,65,27,27.0,6.0,34.0,18.0,3
1275,65,27,35.0,7.0,40.0,19.0,8
1276,48,19,17.0,2.0,21.0,15.0,1
1276,48,19,20.0,3.0,27.0,16.0,4
1277,83,40,28.0,6.0,36.0,32.0,3
1277,83,40,37.0,7.0,45.0,33.0,9
1277,83,40,45.0,7.0,53.0,33.0,6
1278,116,55,38.0,7.0,63.0,50.0,3
1278,116,55,59.0,7.0,79.0,50.0,1
1279,60,17,14.0,1.0,20.0,14.0,2
1279,60,17,23.0,1.0,29.0,14.0,6
1279,60,17,31.0,2.0,37.0,15.0,6
1279,60,17,39.0,1.0,46.0,14.0,3
1280,78,38,31.0,9.0,40.0,29.0,2
1280,78,38,39.0,8.0,47.0,28.0,4
1281,155,81,60.0,3.0,97.0,75.0,6
1282,82,42,32.0,8.0,43.0,30.0,8
1282,82,42,41.0,9.0,52.0,31.0,8
1283,69,24,18.0,1.0,23.0,18.0,1
1283,69,24,25.0,2.0,33.0,19.0,7
1283,69,24,36.0,2.0,41.0,19.0,1
1283,69,24,43.0,2.0,51.0,19.0,4
1284,180,86,63.0,27.0,80.0,73.0,5
1284,180,86,77.0,19.0,94.0,65.0,10
1284,180,86,92.0,17.0,111.0,63.0,5
1285,58,21,17.0,3.0,26.0,19.0,4
1285,58,21,26.0,3.0,33.0,19.0,4
1285,58,21,33.0,1.0,41.0,17.0,2
1286,70,26,19.0,3.0,30.0,24.0,4
1286,70,26,32.0,2.0,39.0,23.0,1
1286,70,26,38.0,1.0,48.0,22.0,8
1287,373,119,175.0,44.0,194.0,79.0,1
1287,373,119,179.0,30.0,202.0,65.0,2
1287,373,119,196.0,19.0,215.0,54.0,2
1288,136,60,39.0,8.0,66.0,47.0,6
1288,136,60,66.0,8.0,98.0,47.0,2
1289,243,109,81.0,15.0,112.0,89.0,2
1289,243,109,110.0,13.0,138.0,87.0,5
1289,243,109,137.0,17.0,163.0,91.0,8
1290,102,41,32.0,6.0,44.0,35.0,2
1290,102,41,47.0,6.0,59.0,35.0,8
1290,102,41,59.0,6.0,70.0,35.0,10
1291,170,75,57.0,17.0,79.0,59.0,2
1291,170,75,77.0,17.0,96.0,59.0,9
1291,170,75,93.0,11.0,110.0,53.0,1
1292,264,119,73.0,42.0,116.0,119.0,2
1292,264,119,106.0,28.0,151.0,105.0,8
1292,264,119,144.0,14.0,184.0,91.0,9
1293,61,28,15.0,1.0,32.0,27.0,6
1293,61,28,31.0,1.0,48.0,27.0,8
1294,87,40,29.0,5.0,41.0,29.0,2
1294,87,40,42.0,6.0,48.0,30.0,1
1294,87,40,48.0,8.0,56.0,32.0,1
1295,345,155,141.0,61.0,172.0,113.0,2
1295,345,155,168.0,61.0,185.0,113.0,1
1296,76,34,26.0,2.0,39.0,30.0,3
1296,76,34,36.0,3.0,51.0,31.0,5
1297,75,27,16.0,4.0,27.0,25.0,1
1297,75,27,29.0,3.0,40.0,24.0,2
1297,75,27,42.0,2.0,60.0,23.0,10
1298,70,28,22.0,2.0,34.0,24.0,3
1298,70,28,33.0,2.0,47.0,24.0,2
1299,53,21,17.0,1.0,23.0,18.0,2
1299,53,21,23.0,1.0,30.0,18.0,10
1299,53,21,31.0,1.0,38.0,18.0,6
1300,202,79,60.0,15.0,87.0,66.0,2
1300,202,79,91.0,13.0,118.0,64.0,2
1300,202,79,120.0,12.0,135.0,63.0,1
1301,208,78,76.0,28.0,94.0,59.0,9
1301,208,78,95.0,25.0,113.0,56.0,3
1301,208,78,115.0,23.0,134.0,54.0,6
1302,359,106,78.0,18.0,101.0,63.0,8
1302,359,106,93.0,15.0,114.0,60.0,9
1303,125,72,10.0,21.0,36.0,59.0,2
1303,125,72,35.0,19.0,50.0,57.0,3
1303,125,72,49.0,15.0,70.0,53.0,10
1304,104,31,23.0,3.0,31.0,25.0,2
1304,104,31,40.0,4.0,46.0,26.0,1
1304,104,31,55.0,3.0,62.0,25.0,8
1304,104,31,73.0,3.0,81.0,25.0,3
1305,96,41,34.0,12.0,45.0,30.0,2
1305,96,41,45.0,11.0,54.0,29.0,7
1305,96,41,52.0,11.0,64.0,29.0,2
1306,90,42,32.0,5.0,47.0,36.0,4
1306,90,42,46.0,5.0,60.0,36.0,8
1307,51,14,11.0,1.0,15.0,12.0,1
1307,51,14,21.0,1.0,25.0,12.0,3
1307,51,14,24.0,1.0,30.0,12.0,7
1307,51,14,32.0,1.0,37.0,12.0,8
1308,101,53,36.0,5.0,63.0,48.0,2
1309,135,62,52.0,11.0,66.0,48.0,1
1309,135,62,61.0,14.0,75.0,51.0,8
1309,135,62,71.0,12.0,86.0,49.0,5
1310,120,82,58.0,10.0,90.0,65.0,6
1310,120,82,89.0,19.0,118.0,74.0,3
1311,90,46,35.0,9.0,52.0,40.0,5
1312,93,41,31.0,8.0,48.0,35.0,5
1312,93,41,47.0,5.0,65.0,32.0,5
1313,218,82,106.0,29.0,120.0,55.0,4
1313,218,82,118.0,30.0,129.0,56.0,1
1313,218,82,127.0,30.0,142.0,56.0,8
1314,288,127,101.0,47.0,141.0,97.0,3
1314,288,127,140.0,60.0,164.0,110.0,4
1314,288,127,157.0,44.0,189.0,94.0,5
1315,179,116,16.0,13.0,59.0,98.0,5
1315,179,116,53.0,12.0,95.0,97.0,7
1316,386,201,244.0,93.0,278.0,136.0,3
1316,386,201,280.0,93.0,310.0,136.0,6
1316,386,201,303.0,89.0,341.0,132.0,1
1317,131,53,46.0,12.0,58.0,36.0,1
1317,131,53,60.0,11.0,72.0,35.0,1
1317,131,53,72.0,12.0,89.0,36.0,4
1318,439,148,201.0,29.0,252.0,124.0,8
1318,439,148,279.0,24.0,310.0,119.0,1
1319,75,32,27.0,7.0,40.0,26.0,3
1319,75,32,39.0,7.0,52.0,26.0,6
1320,39,20,16.0,4.0,23.0,17.0,6
1321,114,62,42.0,3.0,57.0,36.0,3
1321,114,62,57.0,6.0,71.0,39.0,9
1322,76,35,27.0,5.0,40.0,26.0,3
1322,76,35,39.0,5.0,51.0,26.0,4
1323,69,32,25.0,8.0,32.0,27.0,1
1323,69,32,29.0,6.0,37.0,25.0,7
1323,69,32,36.0,6.0,44.0,25.0,2
1324,97,40,32.0,9.0,41.0,28.0,4
1324,97,40,41.0,9.0,52.0,28.0,10
1324,97,40,52.0,10.0,62.0,29.0,3
1325,103,53,41.0,10.0,51.0,45.0,1
1325,103,53,50.0,7.0,64.0,42.0,6
1326,73,31,25.0,7.0,35.0,25.0,4
1326,73,31,35.0,7.0,45.0,25.0,6
1327,199,76,64.0,14.0,92.0,63.0,2
1327,199,76,91.0,10.0,118.0,59.0,10
1327,199,76,121.0,8.0,147.0,57.0,7
1328,177,65,41.0,7.0,68.0,62.0,1
1328,177,65,78.0,6.0,92.0,61.0,1
1328,177,65,95.0,10.0,130.0,65.0,2
1329,95,41,30.0,7.0,36.0,35.0,1
1329,95,41,36.0,7.0,50.0,35.0,2
1329,95,41,50.0,8.0,66.0,36.0,2
1330,70,31,24.0,4.0,36.0,24.0,3
1330,70,31,36.0,3.0,49.0,23.0,5
1331,119,34,26.0,3.0,37.0,28.0,1
1331,119,34,43.0,3.0,60.0,28.0,3
1331,119,34,62.0,2.0,79.0,27.0,4
1331,119,34,79.0,6.0,95.0,31.0,2
1332,158,70,48.0,5.0,72.0,65.0,1
1332,158,70,74.0,6.0,112.0,66.0,10
1333,50,20,18.0,1.0,27.0,20.0,4
1333,50,20,26.0,1.0,34.0,20.0,7
1334,129,67,49.0,13.0,62.0,54.0,1
1334,129,67,64.0,15.0,82.0,56.0,3
1335,67,33,28.0,2.0,41.0,24.0,2
1336,71,33,26.0,5.0,35.0,28.0,2
1336,71,33,35.0,5.0,45.0,28.0,4
1337,199,87,66.0,11.0,89.0,72.0,1
1337,199,87,90.0,11.0,113.0,72.0,1
1337,199,87,113.0,14.0,130.0,75.0,1
1338,73,31,24.0,5.0,31.0,27.0,1
1338,73,31,33.0,2.0,37.0,24.0,1
1338,73,31,41.0,4.0,49.0,26.0,10
1339,47,21,13.0,1.0,24.0,21.0,6
1339,47,21,23.0,1.0,31.0,21.0,7
1340,94,44,32.0,10.0,43.0,41.0,1
1340,94,44,44.0,10.0,63.0,41.0,10
1341,368,120,78.0,32.0,102.0,74.0,4
1341,368,120,101.0,32.0,119.0,74.0,1
1341,368,120,121.0,30.0,155.0,72.0,4
1342,162,54,47.0,11.0,63.0,44.0,1
1342,162,54,59.0,12.0,76.0,45.0,10
1342,162,54,76.0,11.0,97.0,44.0,4
1342,162,54,95.0,13.0,114.0,46.0,2
1343,131,63,52.0,9.0,78.0,47.0,2
1344,34,17,13.0,1.0,21.0,13.0,2
1345,198,76,56.0,33.0,69.0,62.0,4
1345,198,76,67.0,34.0,78.0,63.0,1
1345,198,76,75.0,31.0,92.0,60.0,5
1346,121,52,36.0,4.0,54.0,46.0,1
1346,121,52,55.0,4.0,86.0,46.0,9
1347,124,56,41.0,4.0,62.0,47.0,3
1347,124,56,60.0,6.0,85.0,49.0,6
1348,266,148,107.0,76.0,139.0,132.0,1
1348,266,148,133.0,69.0,154.0,125.0,1
1348,266,148,148.0,62.0,183.0,118.0,8
1349,76,34,27.0,5.0,37.0,25.0,8
1349,76,34,37.0,5.0,44.0,25.0,4
1350,114,47,46.0,15.0,54.0,33.0,3
1350,114,47,55.0,15.0,63.0,33.0,10
1350,114,47,64.0,15.0,70.0,33.0,3
1351,59,24,18.0,2.0,26.0,19.0,4
1351,59,24,27.0,4.0,32.0,21.0,1
1351,59,24,33.0,3.0,40.0,20.0,10
1352,159,64,74.0,20.0,88.0,41.0,3
1352,159,64,89.0,19.0,103.0,40.0,3
1353,113,53,46.0,11.0,63.0,42.0,5
1354,215,108,80.0,18.0,112.0,84.0,4
1354,215,108,113.0,19.0,145.0,85.0,1
1355,84,34,28.0,5.0,42.0,29.0,3
1355,84,34,43.0,5.0,55.0,29.0,8
1356,144,66,46.0,4.0,61.0,54.0,1
1356,144,66,65.0,7.0,98.0,57.0,10
1357,58,21,18.0,1.0,25.0,19.0,2
1357,58,21,25.0,1.0,33.0,19.0,9
